district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Kirtipur,2024-07-30,1,7,0,0,,20,monsoon,residential,1140.1
Madhyapur Thimi,2024-07-30,1,7,0,0,,20,monsoon,residential,1568.0
Budhanilkantha,2024-07-30,1,7,0,0,,20,monsoon,suburban,765.7
Tokha,2024-07-30,1,7,0,0,,20,monsoon,suburban,661.3
Chandragiri,2024-07-30,1,7,0,0,,20,monsoon,rural,338.2
Godawari,2024-07-30,1,7,0,0,,20,monsoon,rural,238.0
Dakshinkali,2024-07-30,1,7,0,0,,20,monsoon,rural,250.1
Kathmandu-Core,2024-07-31,2,7,0,0,,19,monsoon,commercial,3481.7
Lalitpur,2024-07-31,2,7,0,0,,19,monsoon,commercial,2661.0
Bhaktapur,2024-07-31,2,7,0,0,,19,monsoon,commercial,1787.9
Kirtipur,2024-07-31,2,7,0,0,,19,monsoon,residential,1255.1
Madhyapur Thimi,2024-07-31,2,7,0,0,,19,monsoon,residential,1443.9
Budhanilkantha,2024-07-31,2,7,0,0,,19,monsoon,suburban,869.6
Tokha,2024-07-31,2,7,0,0,,19,monsoon,suburban,583.6
Chandragiri,2024-07-31,2,7,0,0,,19,monsoon,rural,435.3
Godawari,2024-07-31,2,7,0,0,,19,monsoon,rural,369.2
Dakshinkali,2024-07-31,2,7,0,0,,19,monsoon,rural,278.1
Kathmandu-Core,2024-08-01,3,8,0,0,,18,monsoon,commercial,2913.1
Lalitpur,2024-08-01,3,8,0,0,,18,monsoon,commercial,2498.7
Bhaktapur,2024-08-01,3,8,0,0,,18,monsoon,commercial,1985.1
Kirtipur,2024-08-01,3,8,0,0,,18,monsoon,residential,1422.7
Madhyapur Thimi,2024-08-01,3,8,0,0,,18,monsoon,residential,1413.3
Budhanilkantha,2024-08-01,3,8,0,0,,18,monsoon,suburban,778.8
Tokha,2024-08-01,3,8,0,0,,18,monsoon,suburban,705.5
Chandragiri,2024-08-01,3,8,0,0,,18,monsoon,rural,466.8
Godawari,2024-08-01,3,8,0,0,,18,monsoon,rural,296.7
Dakshinkali,2024-08-01,3,8,0,0,,18,monsoon,rural,216.2
Kathmandu-Core,2024-08-02,4,8,0,0,,17,monsoon,commercial,3048.0
Lalitpur,2024-08-02,4,8,0,0,,17,monsoon,commercial,2708.7
Bhaktapur,2024-08-02,4,8,0,0,,17,monsoon,commercial,2025.0
Kirtipur,2024-08-02,4,8,0,0,,17,monsoon,residential,1476.7
Madhyapur Thimi,2024-08-02,4,8,0,0,,17,monsoon,residential,1551.4
Budhanilkantha,2024-08-02,4,8,0,0,,17,monsoon,suburban,1064.8
Tokha,2024-08-02,4,8,0,0,,17,monsoon,suburban,608.1
Chandragiri,2024-08-02,4,8,0,0,,17,monsoon,rural,382.8
Godawari,2024-08-02,4,8,0,0,,17,monsoon,rural,371.7
Dakshinkali,2024-08-02,4,8,0,0,,17,monsoon,rural,227.5
Kathmandu-Core,2024-08-03,5,8,1,0,,16,monsoon,commercial,2302.7
Lalitpur,2024-08-03,5,8,1,0,,16,monsoon,commercial,2690.8
Bhaktapur,2024-08-03,5,8,1,0,,16,monsoon,commercial,2025.5
Kirtipur,2024-08-03,5,8,1,0,,16,monsoon,residential,1638.2
Madhyapur Thimi,2024-08-03,5,8,1,0,,16,monsoon,residential,1440.7
Budhanilkantha,2024-08-03,5,8,1,0,,16,monsoon,suburban,852.0
Tokha,2024-08-03,5,8,1,0,,16,monsoon,suburban,732.2
Chandragiri,2024-08-03,5,8,1,0,,16,monsoon,rural,397.5
Godawari,2024-08-03,5,8,1,0,,16,monsoon,rural,462.4
Dakshinkali,2024-08-03,5,8,1,0,,16,monsoon,rural,350.0
Kathmandu-Core,2024-08-04,6,8,1,0,,15,monsoon,commercial,2038.6
Lalitpur,2024-08-04,6,8,1,0,,15,monsoon,commercial,2309.9
Bhaktapur,2024-08-04,6,8,1,0,,15,monsoon,commercial,2141.3
Kirtipur,2024-08-04,6,8,1,0,,15,monsoon,residential,1812.2
Madhyapur Thimi,2024-08-04,6,8,1,0,,15,monsoon,residential,2019.3
Budhanilkantha,2024-08-04,6,8,1,0,,15,monsoon,suburban,808.0
Tokha,2024-08-04,6,8,1,0,,15,monsoon,suburban,692.1
Chandragiri,2024-08-04,6,8,1,0,,15,monsoon,rural,350.9
Godawari,2024-08-04,6,8,1,0,,15,monsoon,rural,389.5
Dakshinkali,2024-08-04,6,8,1,0,,15,monsoon,rural,346.4
Kathmandu-Core,2024-08-05,0,8,0,0,,14,monsoon,commercial,2940.6
Lalitpur,2024-08-05,0,8,0,0,,14,monsoon,commercial,2346.6
Bhaktapur,2024-08-05,0,8,0,0,,14,monsoon,commercial,1678.0
Kirtipur,2024-08-05,0,8,0,0,,14,monsoon,residential,1285.0
Madhyapur Thimi,2024-08-05,0,8,0,0,,14,monsoon,residential,1261.7
Budhanilkantha,2024-08-05,0,8,0,0,,14,monsoon,suburban,993.8
Tokha,2024-08-05,0,8,0,0,,14,monsoon,suburban,534.4
Chandragiri,2024-08-05,0,8,0,0,,14,monsoon,rural,382.2
Godawari,2024-08-05,0,8,0,0,,14,monsoon,rural,411.5
Dakshinkali,2024-08-05,0,8,0,0,,14,monsoon,rural,249.5
Kathmandu-Core,2024-08-06,1,8,0,0,,13,monsoon,commercial,2704.4
Lalitpur,2024-08-06,1,8,0,0,,13,monsoon,commercial,2385.9
Bhaktapur,2024-08-06,1,8,0,0,,13,monsoon,commercial,1797.0
Kirtipur,2024-08-06,1,8,0,0,,13,monsoon,residential,1547.2
Madhyapur Thimi,2024-08-06,1,8,0,0,,13,monsoon,residential,1084.2
Budhanilkantha,2024-08-06,1,8,0,0,,13,monsoon,suburban,990.3
Tokha,2024-08-06,1,8,0,0,,13,monsoon,suburban,577.9
Chandragiri,2024-08-06,1,8,0,0,,13,monsoon,rural,381.0
Godawari,2024-08-06,1,8,0,0,,13,monsoon,rural,330.5
Dakshinkali,2024-08-06,1,8,0,0,,13,monsoon,rural,280.9
Kathmandu-Core,2024-08-07,2,8,0,0,,12,monsoon,commercial,2236.8
Lalitpur,2024-08-07,2,8,0,0,,12,monsoon,commercial,2631.1
Bhaktapur,2024-08-07,2,8,0,0,,12,monsoon,commercial,2283.0
Kirtipur,2024-08-07,2,8,0,0,,12,monsoon,residential,1111.1
Madhyapur Thimi,2024-08-07,2,8,0,0,,12,monsoon,residential,1509.6
Budhanilkantha,2024-08-07,2,8,0,0,,12,monsoon,suburban,770.0
Tokha,2024-08-07,2,8,0,0,,12,monsoon,suburban,732.6
Chandragiri,2024-08-07,2,8,0,0,,12,monsoon,rural,394.5
Godawari,2024-08-07,2,8,0,0,,12,monsoon,rural,321.7
Dakshinkali,2024-08-07,2,8,0,0,,12,monsoon,rural,277.8
Kathmandu-Core,2024-08-08,3,8,0,0,,11,monsoon,commercial,3366.7
Lalitpur,2024-08-08,3,8,0,0,,11,monsoon,commercial,2435.7
Bhaktapur,2024-08-08,3,8,0,0,,11,monsoon,commercial,1995.4
Kirtipur,2024-08-08,3,8,0,0,,11,monsoon,residential,1122.2
Madhyapur Thimi,2024-08-08,3,8,0,0,,11,monsoon,residential,1306.6
Budhanilkantha,2024-08-08,3,8,0,0,,11,monsoon,suburban,883.8
Tokha,2024-08-08,3,8,0,0,,11,monsoon,suburban,821.1
Chandragiri,2024-08-08,3,8,0,0,,11,monsoon,rural,410.4
Godawari,2024-08-08,3,8,0,0,,11,monsoon,rural,335.4
Dakshinkali,2024-08-08,3,8,0,0,,11,monsoon,rural,262.4
Kathmandu-Core,2024-08-09,4,8,0,0,,10,monsoon,commercial,2540.4
Lalitpur,2024-08-09,4,8,0,0,,10,monsoon,commercial,2887.5
Bhaktapur,2024-08-09,4,8,0,0,,10,monsoon,commercial,2193.8
Kirtipur,2024-08-09,4,8,0,0,,10,monsoon,residential,1356.8
Madhyapur Thimi,2024-08-09,4,8,0,0,,10,monsoon,residential,1504.2
Budhanilkantha,2024-08-09,4,8,0,0,,10,monsoon,suburban,932.1
Tokha,2024-08-09,4,8,0,0,,10,monsoon,suburban,713.3
Chandragiri,2024-08-09,4,8,0,0,,10,monsoon,rural,421.7
Godawari,2024-08-09,4,8,0,0,,10,monsoon,rural,471.2
Dakshinkali,2024-08-09,4,8,0,0,,10,monsoon,rural,275.0
Kathmandu-Core,2024-08-10,5,8,1,0,,9,monsoon,commercial,2251.2
Lalitpur,2024-08-10,5,8,1,0,,9,monsoon,commercial,2069.2
Bhaktapur,2024-08-10,5,8,1,0,,9,monsoon,commercial,2200.9
Kirtipur,2024-08-10,5,8,1,0,,9,monsoon,residential,1559.4
Madhyapur Thimi,2024-08-10,5,8,1,0,,9,monsoon,residential,1565.1
Budhanilkantha,2024-08-10,5,8,1,0,,9,monsoon,suburban,1065.9
Tokha,2024-08-10,5,8,1,0,,9,monsoon,suburban,897.3
Chandragiri,2024-08-10,5,8,1,0,,9,monsoon,rural,383.5
Godawari,2024-08-10,5,8,1,0,,9,monsoon,rural,311.0
Dakshinkali,2024-08-10,5,8,1,0,,9,monsoon,rural,367.7
Kathmandu-Core,2024-08-11,6,8,1,0,,8,monsoon,commercial,2159.1
Lalitpur,2024-08-11,6,8,1,0,,8,monsoon,commercial,2456.4
Bhaktapur,2024-08-11,6,8,1,0,,8,monsoon,commercial,1542.8
Kirtipur,2024-08-11,6,8,1,0,,8,monsoon,residential,1764.8
Madhyapur Thimi,2024-08-11,6,8,1,0,,8,monsoon,residential,1450.7
Budhanilkantha,2024-08-11,6,8,1,0,,8,monsoon,suburban,1000.7
Tokha,2024-08-11,6,8,1,0,,8,monsoon,suburban,768.0
Chandragiri,2024-08-11,6,8,1,0,,8,monsoon,rural,366.0
Godawari,2024-08-11,6,8,1,0,,8,monsoon,rural,381.2
Dakshinkali,2024-08-11,6,8,1,0,,8,monsoon,rural,355.0
Kathmandu-Core,2024-08-12,0,8,0,0,,7,monsoon,commercial,2662.5
Lalitpur,2024-08-12,0,8,0,0,,7,monsoon,commercial,2534.2
Bhaktapur,2024-08-12,0,8,0,0,,7,monsoon,commercial,2158.8
Kirtipur,2024-08-12,0,8,0,0,,7,monsoon,residential,1025.1
Madhyapur Thimi,2024-08-12,0,8,0,0,,7,monsoon,residential,1674.3
Budhanilkantha,2024-08-12,0,8,0,0,,7,monsoon,suburban,804.5
Tokha,2024-08-12,0,8,0,0,,7,monsoon,suburban,590.7
Chandragiri,2024-08-12,0,8,0,0,,7,monsoon,rural,314.2
Godawari,2024-08-12,0,8,0,0,,7,monsoon,rural,323.6
Dakshinkali,2024-08-12,0,8,0,0,,7,monsoon,rural,276.8
Kathmandu-Core,2024-08-13,1,8,0,0,,6,monsoon,commercial,2725.1
Lalitpur,2024-08-13,1,8,0,0,,6,monsoon,commercial,2944.8
Bhaktapur,2024-08-13,1,8,0,0,,6,monsoon,commercial,1516.9
Kirtipur,2024-08-13,1,8,0,0,,6,monsoon,residential,1326.5
Madhyapur Thimi,2024-08-13,1,8,0,0,,6,monsoon,residential,1254.2
Budhanilkantha,2024-08-13,1,8,0,0,,6,monsoon,suburban,872.9
Tokha,2024-08-13,1,8,0,0,,6,monsoon,suburban,771.2
Chandragiri,2024-08-13,1,8,0,0,,6,monsoon,rural,373.7
Godawari,2024-08-13,1,8,0,0,,6,monsoon,rural,243.9
Dakshinkali,2024-08-13,1,8,0,0,,6,monsoon,rural,268.7
Kathmandu-Core,2024-08-14,2,8,0,0,,5,monsoon,commercial,2912.5
Lalitpur,2024-08-14,2,8,0,0,,5,monsoon,commercial,2613.7
Bhaktapur,2024-08-14,2,8,0,0,,5,monsoon,commercial,2109.2
Kirtipur,2024-08-14,2,8,0,0,,5,monsoon,residential,1157.7
Madhyapur Thimi,2024-08-14,2,8,0,0,,5,monsoon,residential,1596.5
Budhanilkantha,2024-08-14,2,8,0,0,,5,monsoon,suburban,956.1
Tokha,2024-08-14,2,8,0,0,,5,monsoon,suburban,548.2
Chandragiri,2024-08-14,2,8,0,0,,5,monsoon,rural,408.7
Godawari,2024-08-14,2,8,0,0,,5,monsoon,rural,327.4
Dakshinkali,2024-08-14,2,8,0,0,,5,monsoon,rural,259.8
Kathmandu-Core,2024-08-15,3,8,0,0,,4,monsoon,commercial,2883.0
Lalitpur,2024-08-15,3,8,0,0,,4,monsoon,commercial,2347.1
Bhaktapur,2024-08-15,3,8,0,0,,4,monsoon,commercial,1687.9
Kirtipur,2024-08-15,3,8,0,0,,4,monsoon,residential,1333.8
Madhyapur Thimi,2024-08-15,3,8,0,0,,4,monsoon,residential,1283.4
Budhanilkantha,2024-08-15,3,8,0,0,,4,monsoon,suburban,727.4
Tokha,2024-08-15,3,8,0,0,,4,monsoon,suburban,753.8
Chandragiri,2024-08-15,3,8,0,0,,4,monsoon,rural,339.3
Godawari,2024-08-15,3,8,0,0,,4,monsoon,rural,376.4
Dakshinkali,2024-08-15,3,8,0,0,,4,monsoon,rural,277.0
Kathmandu-Core,2024-08-16,4,8,0,0,,3,monsoon,commercial,2369.9
Lalitpur,2024-08-16,4,8,0,0,,3,monsoon,commercial,2473.3
Bhaktapur,2024-08-16,4,8,0,0,,3,monsoon,commercial,2268.0
Kirtipur,2024-08-16,4,8,0,0,,3,monsoon,residential,1265.8
Madhyapur Thimi,2024-08-16,4,8,0,0,,3,monsoon,residential,1505.2
Budhanilkantha,2024-08-16,4,8,0,0,,3,monsoon,suburban,953.4
Tokha,2024-08-16,4,8,0,0,,3,monsoon,suburban,823.5
Chandragiri,2024-08-16,4,8,0,0,,3,monsoon,rural,412.3
Godawari,2024-08-16,4,8,0,0,,3,monsoon,rural,349.4
Dakshinkali,2024-08-16,4,8,0,0,,3,monsoon,rural,331.8
Kathmandu-Core,2024-08-17,5,8,1,0,,2,monsoon,commercial,3696.2
Lalitpur,2024-08-17,5,8,1,0,,2,monsoon,commercial,3259.2
Bhaktapur,2024-08-17,5,8,1,0,,2,monsoon,commercial,2653.5
Kirtipur,2024-08-17,5,8,1,0,,2,monsoon,residential,1871.3
Madhyapur Thimi,2024-08-17,5,8,1,0,,2,monsoon,residential,1986.7
Budhanilkantha,2024-08-17,5,8,1,0,,2,monsoon,suburban,1271.0
Tokha,2024-08-17,5,8,1,0,,2,monsoon,suburban,1046.8
Chandragiri,2024-08-17,5,8,1,0,,2,monsoon,rural,627.6
Godawari,2024-08-17,5,8,1,0,,2,monsoon,rural,561.7
Dakshinkali,2024-08-17,5,8,1,0,,2,monsoon,rural,349.5
Kathmandu-Core,2024-08-18,6,8,1,0,,1,monsoon,commercial,3444.1
Lalitpur,2024-08-18,6,8,1,0,,1,monsoon,commercial,2567.3
Bhaktapur,2024-08-18,6,8,1,0,,1,monsoon,commercial,2505.6
Kirtipur,2024-08-18,6,8,1,0,,1,monsoon,residential,2134.5
Madhyapur Thimi,2024-08-18,6,8,1,0,,1,monsoon,residential,2735.1
Budhanilkantha,2024-08-18,6,8,1,0,,1,monsoon,suburban,1554.9
Tokha,2024-08-18,6,8,1,0,,1,monsoon,suburban,1069.3
Chandragiri,2024-08-18,6,8,1,0,,1,monsoon,rural,525.5
Godawari,2024-08-18,6,8,1,0,,1,monsoon,rural,554.4
Dakshinkali,2024-08-18,6,8,1,0,,1,monsoon,rural,471.8
Kathmandu-Core,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,commercial,3791.9
Lalitpur,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,commercial,4317.5
Bhaktapur,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,commercial,2689.7
Kirtipur,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,residential,2006.0
Madhyapur Thimi,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,residential,2271.4
Budhanilkantha,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,suburban,1252.2
Tokha,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,suburban,1093.2
Chandragiri,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,rural,519.3
Godawari,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,rural,463.3
Dakshinkali,2024-08-19,0,8,0,1,Janai Purnima,0,monsoon,rural,324.6
Kathmandu-Core,2024-08-20,1,8,0,0,,1,monsoon,commercial,3787.5
Lalitpur,2024-08-20,1,8,0,0,,1,monsoon,commercial,3543.6
Bhaktapur,2024-08-20,1,8,0,0,,1,monsoon,commercial,2519.0
Kirtipur,2024-08-20,1,8,0,0,,1,monsoon,residential,2073.9
Madhyapur Thimi,2024-08-20,1,8,0,0,,1,monsoon,residential,1917.5
Budhanilkantha,2024-08-20,1,8,0,0,,1,monsoon,suburban,1174.6
Tokha,2024-08-20,1,8,0,0,,1,monsoon,suburban,787.4
Chandragiri,2024-08-20,1,8,0,0,,1,monsoon,rural,487.9
Godawari,2024-08-20,1,8,0,0,,1,monsoon,rural,490.9
Dakshinkali,2024-08-20,1,8,0,0,,1,monsoon,rural,375.9
Kathmandu-Core,2024-08-21,2,8,0,0,,2,monsoon,commercial,3470.8
Lalitpur,2024-08-21,2,8,0,0,,2,monsoon,commercial,3212.8
Bhaktapur,2024-08-21,2,8,0,0,,2,monsoon,commercial,1952.9
Kirtipur,2024-08-21,2,8,0,0,,2,monsoon,residential,1652.9
Madhyapur Thimi,2024-08-21,2,8,0,0,,2,monsoon,residential,2123.8
Budhanilkantha,2024-08-21,2,8,0,0,,2,monsoon,suburban,1162.4
Tokha,2024-08-21,2,8,0,0,,2,monsoon,suburban,960.5
Chandragiri,2024-08-21,2,8,0,0,,2,monsoon,rural,514.7
Godawari,2024-08-21,2,8,0,0,,2,monsoon,rural,453.4
Dakshinkali,2024-08-21,2,8,0,0,,2,monsoon,rural,314.1
Kathmandu-Core,2024-08-22,3,8,0,0,,3,monsoon,commercial,2999.6
Lalitpur,2024-08-22,3,8,0,0,,3,monsoon,commercial,2618.7
Bhaktapur,2024-08-22,3,8,0,0,,3,monsoon,commercial,1945.2
Kirtipur,2024-08-22,3,8,0,0,,3,monsoon,residential,1244.5
Madhyapur Thimi,2024-08-22,3,8,0,0,,3,monsoon,residential,1094.6
Budhanilkantha,2024-08-22,3,8,0,0,,3,monsoon,suburban,946.5
Tokha,2024-08-22,3,8,0,0,,3,monsoon,suburban,657.0
Chandragiri,2024-08-22,3,8,0,0,,3,monsoon,rural,352.8
Godawari,2024-08-22,3,8,0,0,,3,monsoon,rural,377.5
Dakshinkali,2024-08-22,3,8,0,0,,3,monsoon,rural,250.1
Kathmandu-Core,2024-08-23,4,8,0,0,,3,monsoon,commercial,3369.1
Lalitpur,2024-08-23,4,8,0,0,,3,monsoon,commercial,2891.6
Bhaktapur,2024-08-23,4,8,0,0,,3,monsoon,commercial,2146.5
Kirtipur,2024-08-23,4,8,0,0,,3,monsoon,residential,1199.5
Madhyapur Thimi,2024-08-23,4,8,0,0,,3,monsoon,residential,1825.9
Budhanilkantha,2024-08-23,4,8,0,0,,3,monsoon,suburban,931.6
Tokha,2024-08-23,4,8,0,0,,3,monsoon,suburban,719.4
Chandragiri,2024-08-23,4,8,0,0,,3,monsoon,rural,432.4
Godawari,2024-08-23,4,8,0,0,,3,monsoon,rural,296.2
Dakshinkali,2024-08-23,4,8,0,0,,3,monsoon,rural,297.3
Kathmandu-Core,2024-08-24,5,8,1,0,,2,monsoon,commercial,2061.8
Lalitpur,2024-08-24,5,8,1,0,,2,monsoon,commercial,1879.4
Bhaktapur,2024-08-24,5,8,1,0,,2,monsoon,commercial,1651.4
Kirtipur,2024-08-24,5,8,1,0,,2,monsoon,residential,1806.9
Madhyapur Thimi,2024-08-24,5,8,1,0,,2,monsoon,residential,1569.2
Budhanilkantha,2024-08-24,5,8,1,0,,2,monsoon,suburban,1089.4
Tokha,2024-08-24,5,8,1,0,,2,monsoon,suburban,717.4
Chandragiri,2024-08-24,5,8,1,0,,2,monsoon,rural,328.6
Godawari,2024-08-24,5,8,1,0,,2,monsoon,rural,347.1
Dakshinkali,2024-08-24,5,8,1,0,,2,monsoon,rural,376.6
Kathmandu-Core,2024-08-25,6,8,1,0,,1,monsoon,commercial,2308.4
Lalitpur,2024-08-25,6,8,1,0,,1,monsoon,commercial,2095.9
Bhaktapur,2024-08-25,6,8,1,0,,1,monsoon,commercial,2059.3
Kirtipur,2024-08-25,6,8,1,0,,1,monsoon,residential,1690.1
Madhyapur Thimi,2024-08-25,6,8,1,0,,1,monsoon,residential,1925.0
Budhanilkantha,2024-08-25,6,8,1,0,,1,monsoon,suburban,1080.0
Tokha,2024-08-25,6,8,1,0,,1,monsoon,suburban,733.6
Chandragiri,2024-08-25,6,8,1,0,,1,monsoon,rural,347.5
Godawari,2024-08-25,6,8,1,0,,1,monsoon,rural,380.9
Dakshinkali,2024-08-25,6,8,1,0,,1,monsoon,rural,338.2
Kathmandu-Core,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2790.1
Lalitpur,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2515.4
Bhaktapur,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,commercial,2180.3
Kirtipur,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1505.5
Madhyapur Thimi,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,residential,1689.3
Budhanilkantha,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,suburban,866.7
Tokha,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,suburban,772.6
Chandragiri,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,398.9
Godawari,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,439.7
Dakshinkali,2024-08-26,0,8,0,1,Krishna Janmashtami,0,monsoon,rural,336.3
Kathmandu-Core,2024-08-27,1,8,0,0,,1,monsoon,commercial,2154.4
Lalitpur,2024-08-27,1,8,0,0,,1,monsoon,commercial,2214.7
Bhaktapur,2024-08-27,1,8,0,0,,1,monsoon,commercial,1506.9
Kirtipur,2024-08-27,1,8,0,0,,1,monsoon,residential,1224.8
Madhyapur Thimi,2024-08-27,1,8,0,0,,1,monsoon,residential,1461.2
Budhanilkantha,2024-08-27,1,8,0,0,,1,monsoon,suburban,690.9
Tokha,2024-08-27,1,8,0,0,,1,monsoon,suburban,619.9
Chandragiri,2024-08-27,1,8,0,0,,1,monsoon,rural,346.2
Godawari,2024-08-27,1,8,0,0,,1,monsoon,rural,357.2
Dakshinkali,2024-08-27,1,8,0,0,,1,monsoon,rural,264.6
Kathmandu-Core,2024-08-28,2,8,0,0,,2,monsoon,commercial,2527.8
Lalitpur,2024-08-28,2,8,0,0,,2,monsoon,commercial,2545.7
Bhaktapur,2024-08-28,2,8,0,0,,2,monsoon,commercial,1716.3
Kirtipur,2024-08-28,2,8,0,0,,2,monsoon,residential,1285.1
Madhyapur Thimi,2024-08-28,2,8,0,0,,2,monsoon,residential,1772.4
Budhanilkantha,2024-08-28,2,8,0,0,,2,monsoon,suburban,970.9
Tokha,2024-08-28,2,8,0,0,,2,monsoon,suburban,588.3
Chandragiri,2024-08-28,2,8,0,0,,2,monsoon,rural,432.8
Godawari,2024-08-28,2,8,0,0,,2,monsoon,rural,382.4
Dakshinkali,2024-08-28,2,8,0,0,,2,monsoon,rural,226.2
Kathmandu-Core,2024-08-29,3,8,0,0,,3,monsoon,commercial,3039.4
Lalitpur,2024-08-29,3,8,0,0,,3,monsoon,commercial,2952.9
Bhaktapur,2024-08-29,3,8,0,0,,3,monsoon,commercial,1589.4
Kirtipur,2024-08-29,3,8,0,0,,3,monsoon,residential,1182.1
Madhyapur Thimi,2024-08-29,3,8,0,0,,3,monsoon,residential,1656.2
Budhanilkantha,2024-08-29,3,8,0,0,,3,monsoon,suburban,863.6
Tokha,2024-08-29,3,8,0,0,,3,monsoon,suburban,743.1
Chandragiri,2024-08-29,3,8,0,0,,3,monsoon,rural,409.7
Godawari,2024-08-29,3,8,0,0,,3,monsoon,rural,364.8
Dakshinkali,2024-08-29,3,8,0,0,,3,monsoon,rural,220.6
Kathmandu-Core,2024-08-30,4,8,0,0,,4,monsoon,commercial,3364.5
Lalitpur,2024-08-30,4,8,0,0,,4,monsoon,commercial,3070.1
Bhaktapur,2024-08-30,4,8,0,0,,4,monsoon,commercial,1929.1
Kirtipur,2024-08-30,4,8,0,0,,4,monsoon,residential,1427.2
Madhyapur Thimi,2024-08-30,4,8,0,0,,4,monsoon,residential,1301.2
Budhanilkantha,2024-08-30,4,8,0,0,,4,monsoon,suburban,959.1
Tokha,2024-08-30,4,8,0,0,,4,monsoon,suburban,804.4
Chandragiri,2024-08-30,4,8,0,0,,4,monsoon,rural,421.9
Godawari,2024-08-30,4,8,0,0,,4,monsoon,rural,427.2
Dakshinkali,2024-08-30,4,8,0,0,,4,monsoon,rural,272.0
Kathmandu-Core,2024-08-31,5,8,1,0,,5,monsoon,commercial,2511.8
Lalitpur,2024-08-31,5,8,1,0,,5,monsoon,commercial,1969.0
Bhaktapur,2024-08-31,5,8,1,0,,5,monsoon,commercial,2014.8
Kirtipur,2024-08-31,5,8,1,0,,5,monsoon,residential,1560.7
Madhyapur Thimi,2024-08-31,5,8,1,0,,5,monsoon,residential,1743.3
Budhanilkantha,2024-08-31,5,8,1,0,,5,monsoon,suburban,879.2
Tokha,2024-08-31,5,8,1,0,,5,monsoon,suburban,754.6
Chandragiri,2024-08-31,5,8,1,0,,5,monsoon,rural,454.2
Godawari,2024-08-31,5,8,1,0,,5,monsoon,rural,379.8
Dakshinkali,2024-08-31,5,8,1,0,,5,monsoon,rural,264.8
Kathmandu-Core,2024-09-01,6,9,1,0,,6,monsoon,commercial,3054.5
Lalitpur,2024-09-01,6,9,1,0,,6,monsoon,commercial,2806.8
Bhaktapur,2024-09-01,6,9,1,0,,6,monsoon,commercial,1832.1
Kirtipur,2024-09-01,6,9,1,0,,6,monsoon,residential,1852.3
Madhyapur Thimi,2024-09-01,6,9,1,0,,6,monsoon,residential,1711.7
Budhanilkantha,2024-09-01,6,9,1,0,,6,monsoon,suburban,1018.6
Tokha,2024-09-01,6,9,1,0,,6,monsoon,suburban,851.9
Chandragiri,2024-09-01,6,9,1,0,,6,monsoon,rural,431.0
Godawari,2024-09-01,6,9,1,0,,6,monsoon,rural,389.6
Dakshinkali,2024-09-01,6,9,1,0,,6,monsoon,rural,322.8
Kathmandu-Core,2024-09-02,0,9,0,0,,5,monsoon,commercial,2511.3
Lalitpur,2024-09-02,0,9,0,0,,5,monsoon,commercial,2287.8
Bhaktapur,2024-09-02,0,9,0,0,,5,monsoon,commercial,1857.5
Kirtipur,2024-09-02,0,9,0,0,,5,monsoon,residential,1238.0
Madhyapur Thimi,2024-09-02,0,9,0,0,,5,monsoon,residential,1628.0
Budhanilkantha,2024-09-02,0,9,0,0,,5,monsoon,suburban,1004.9
Tokha,2024-09-02,0,9,0,0,,5,monsoon,suburban,661.1
Chandragiri,2024-09-02,0,9,0,0,,5,monsoon,rural,412.8
Godawari,2024-09-02,0,9,0,0,,5,monsoon,rural,376.6
Dakshinkali,2024-09-02,0,9,0,0,,5,monsoon,rural,282.7
Kathmandu-Core,2024-09-03,1,9,0,0,,4,monsoon,commercial,2997.1
Lalitpur,2024-09-03,1,9,0,0,,4,monsoon,commercial,2913.6
Bhaktapur,2024-09-03,1,9,0,0,,4,monsoon,commercial,2085.3
Kirtipur,2024-09-03,1,9,0,0,,4,monsoon,residential,1213.9
Madhyapur Thimi,2024-09-03,1,9,0,0,,4,monsoon,residential,1749.2
Budhanilkantha,2024-09-03,1,9,0,0,,4,monsoon,suburban,993.2
Tokha,2024-09-03,1,9,0,0,,4,monsoon,suburban,679.5
Chandragiri,2024-09-03,1,9,0,0,,4,monsoon,rural,424.3
